1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
24018, none, terralith:shield_clearing, MONSTER, minecraft:slime, 50, 4, 4
24019, none, terralith:shield_clearing, MONSTER, minecraft:enderman, 15, 1, 4
24020, none, terralith:shield_clearing, MONSTER, minecraft:witch, 5, 1, 1
24021, none, terralith:shield_clearing, MONSTER, rottencreatures:undead_miner, 25, 1, 4
24022, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
24023, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
24024, none, terralith:shield_clearing, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
24025, none, terralith:shield_clearing, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
24026, none, terralith:shield_clearing, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
24027, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
24028, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
24029, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
24030, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
24031, none, terralith:shield_clearing, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
24032, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
24033, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
24034, none, terralith:shield_clearing, MONSTER, undead_revamp2:sucker, 7, 2, 3
24035, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
24036, none, terralith:shield_clearing, MONSTER, minecraft:illusioner, 15, 1, 1
24037, none, terralith:shield_clearing, MONSTER, majruszsdifficulty:tank, 3, 1, 1
24038, none, terralith:shield_clearing, MONSTER, enemyexpansion:meature, 3, 1, 4
24039, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
24040, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
24041, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
24042, none, terralith:shield_clearing, MONSTER, quark:stoneling, 70, 1, 1
24043, none, terralith:shield_clearing, MONSTER, quark:toretoise, 40, 2, 4
24044, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
24045, none, terralith:shield_clearing, MONSTER, undead_revamp2:thehunter, 6, 2, 4
24046, none, terralith:shield_clearing, MONSTER, undead_revamp2:bomber, 7, 1, 2
24047, none, terralith:shield_clearing, MONSTER, undead_revamp2:thegliter, 20, 2, 4
24048, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
24049, none, terralith:shield_clearing, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
24050, none, terralith:shield_clearing, MONSTER, undead_revamp2:thebidy, 1, 3, 4
24051, none, terralith:shield_clearing, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
24052, none, terralith:shield_clearing, MONSTER, undead_revamp2:theheavy, 1, 1, 1
24053, none, terralith:shield_clearing, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
24054, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
24055, none, terralith:shield_clearing, MONSTER, undead_revamp2:thespitter, 7, 1, 1
24056, none, terralith:shield_clearing, MONSTER, enemyexpansion:crawler, 35, 1, 1
24057, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
24058, none, terralith:shield_clearing, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
24059, none, terralith:shield_clearing, MONSTER, undead_revamp2:thewolf, 4, 1, 2
24060, none, terralith:shield_clearing, MONSTER, enemyexpansion:silverking, 30, 1, 1
24061, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
24062, none, terralith:shield_clearing, MONSTER, enemyexpansion:petriman, 35, 1, 3
24063, none, terralith:shield_clearing, MONSTER, enemyexpansion:spectre, 50, 1, 1
24064, none, terralith:shield_clearing, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
24065, none, terralith:shield_clearing, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
24066, none, terralith:shield_clearing, MONSTER, enemyexpansion:sprinter, 25, 1, 1
24067, none, terralith:shield_clearing, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
24068, none, terralith:shield_clearing, MONSTER, enemyexpansion:equestrian, 15, 1, 1
24069, none, terralith:shield_clearing, MONSTER, enemyexpansion:vampire, 13, 1, 1
24070, none, terralith:shield_clearing, MONSTER, undead_revamp2:theordure, 4, 1, 1
24071, none, terralith:shield_clearing, MONSTER, enemyexpansion:senior, 18, 1, 1
24072, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
24073, none, terralith:shield_clearing, MONSTER, enemyexpansion:slugger, 20, 1, 1
24074, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
24075, none, terralith:shield_clearing, MONSTER, enemyexpansion:tarantula, 40, 1, 1
24076, none, terralith:shield_clearing, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
24077, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
24078, none, terralith:shield_clearing, MONSTER, undead_revamp2:slaveman, 1, 1, 1
24079, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
24080, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
24081, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
24082, none, terralith:shield_clearing, MONSTER, alexsmobs:centipede_head, 8, 1, 1
24083, none, terralith:shield_clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
24084, none, terralith:shield_clearing, MONSTER, alexsmobs:murmur, 5, 1, 1
24085, none, terralith:shield_clearing, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
24086, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
24087, none, terralith:shield_clearing, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
24088, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
24089, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
24090, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
24091, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
24092, none, terralith:shield_clearing, MONSTER, enemyexpansion:gallant, 25, 1, 1
24093, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
24094, none, terralith:shield_clearing, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
24095, none, terralith:shield_clearing, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
24096, none, terralith:shield_clearing, CREATURE, minecraft:horse, 5, 2, 6
24097, none, terralith:shield_clearing, CREATURE, minecraft:donkey, 1, 1, 3
24098, none, terralith:shield_clearing, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
24099, none, terralith:shield_clearing, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
24100, none, terralith:shield_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
24101, none, terralith:shield_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
24102, none, terralith:shield_clearing, CREATURE, alexsmobs:blue_jay, 16, 2, 4
24103, none, terralith:shield_clearing, AMBIENT, minecraft:bat, 5, 8, 8
24104, none, terralith:shield_clearing, AMBIENT, alexsmobs:fly, 3, 1, 1
24105, none, terralith:shield_clearing, AMBIENT, alexsmobs:cockroach, 4, 5, 5
24106, none, terralith:shield_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
24107, none, terralith:shield_clearing, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
24108, none, terralith:shield_clearing, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
24109, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
24110, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
24111, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
24112, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
24113, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
24114, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
24115, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
24116, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
24117, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
24118, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
24119, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
24120, none, terralith:shield_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
24121, none, terralith:shield_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
24122, none, terralith:shield_clearing, rascals, friendsandfoes:rascal, 5, 1, 1
24123, none, terralith:valley_clearing, MONSTER, minecraft:spider, 70, 4, 4
24124, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 70, 4, 4
24125, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
24126, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 70, 4, 4
24127, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 70, 4, 4
24128, none, terralith:valley_clearing, MONSTER, minecraft:slime, 50, 4, 4
24129, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 15, 1, 4
24130, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
24131, none, terralith:valley_clearing, MONSTER, rottencreatures:undead_miner, 25, 1, 4
24132, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
24133, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
24134, none, terralith:valley_clearing, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
24135, none, terralith:valley_clearing, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
24136, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
24137, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
24138, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
24139, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
24140, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
24141, none, terralith:valley_clearing, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
24142, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
24143, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
24144, none, terralith:valley_clearing, MONSTER, undead_revamp2:sucker, 7, 2, 3
24145, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
24146, none, terralith:valley_clearing, MONSTER, minecraft:illusioner, 15, 1, 1
24147, none, terralith:valley_clearing, MONSTER, majruszsdifficulty:tank, 3, 1, 1
24148, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
24149, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
24150, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
24151, none, terralith:valley_clearing, MONSTER, quark:stoneling, 70, 1, 1
24152, none, terralith:valley_clearing, MONSTER, quark:toretoise, 40, 2, 4
24153, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
24154, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehunter, 6, 2, 4
24155, none, terralith:valley_clearing, MONSTER, undead_revamp2:bomber, 7, 1, 2
24156, none, terralith:valley_clearing, MONSTER, undead_revamp2:thegliter, 20, 2, 4
24157, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
24158, none, terralith:valley_clearing, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
24159, none, terralith:valley_clearing, MONSTER, undead_revamp2:thebidy, 1, 3, 4
24160, none, terralith:valley_clearing, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
24161, none, terralith:valley_clearing, MONSTER, undead_revamp2:theheavy, 1, 1, 1
24162, none, terralith:valley_clearing, MONSTER, enemyexpansion:bull, 15, 1, 3
24163, none, terralith:valley_clearing, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
24164, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
24165, none, terralith:valley_clearing, MONSTER, undead_revamp2:thespitter, 7, 1, 1
24166, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
24167, none, terralith:valley_clearing, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
24168, none, terralith:valley_clearing, MONSTER, undead_revamp2:thewolf, 4, 1, 2
24169, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
24170, none, terralith:valley_clearing, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
24171, none, terralith:valley_clearing, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
24172, none, terralith:valley_clearing, MONSTER, undead_revamp2:theordure, 4, 1, 1
24173, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
24174, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
24175, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
24176, none, terralith:valley_clearing, MONSTER, undead_revamp2:slaveman, 1, 1, 1
24177, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
24178, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
24179, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
24180, none, terralith:valley_clearing, MONSTER, alexsmobs:centipede_head, 8, 1, 1
24181, none, terralith:valley_clearing, MONSTER, alexsmobs:farseer, 30, 1, 1
24182, none, terralith:valley_clearing, MONSTER, alexsmobs:murmur, 5, 1, 1
24183, none, terralith:valley_clearing, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
24184, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
24185, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
24186, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
24187, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
24188, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
24189, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
24190, none, terralith:valley_clearing, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
24191, none, terralith:valley_clearing, CREATURE, minecraft:horse, 5, 2, 6
24192, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 1, 1, 3
24193, none, terralith:valley_clearing, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
24194, none, terralith:valley_clearing, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
24195, none, terralith:valley_clearing, CREATURE, alexsmobs:hummingbird, 19, 7, 7
24196, none, terralith:valley_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
24197, none, terralith:valley_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
24198, none, terralith:valley_clearing, CREATURE, alexsmobs:gelada_monkey, 5, 9, 12
24199, none, terralith:valley_clearing, CREATURE, alexsmobs:bison, 9, 6, 10
24200, none, terralith:valley_clearing, CREATURE, alexsmobs:blue_jay, 16, 2, 4
24201, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 5, 8, 8
24202, none, terralith:valley_clearing, AMBIENT, alexsmobs:fly, 3, 1, 1
24203, none, terralith:valley_clearing, AMBIENT, alexsmobs:cockroach, 4, 5, 5
24204, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
24205, none, terralith:valley_clearing, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
24206, none, terralith:valley_clearing, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
24207, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
24208, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
24209, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
24210, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
24211, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
24212, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
24213, none, terralith:valley_clearing, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
24214, none, terralith:valley_clearing, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
24215, none, terralith:valley_clearing, rascals, friendsandfoes:rascal, 5, 1, 1
24216, plains, terralith:lavender_forest, MONSTER, minecraft:spider, 70, 4, 4
24217, plains, terralith:lavender_forest, MONSTER, minecraft:zombie, 70, 4, 4
24218, plains, terralith:lavender_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
24219, plains, terralith:lavender_forest, MONSTER, minecraft:skeleton, 70, 4, 4
24220, plains, terralith:lavender_forest, MONSTER, minecraft:creeper, 70, 4, 4
24221, plains, terralith:lavender_forest, MONSTER, minecraft:slime, 50, 4, 4
24222, plains, terralith:lavender_forest, MONSTER, minecraft:enderman, 15, 1, 4
24223, plains, terralith:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
24224, plains, terralith:lavender_forest, MONSTER, rottencreatures:undead_miner, 25, 1, 4
24225, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
24226, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
24227, plains, terralith:lavender_forest, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
24228, plains, terralith:lavender_forest, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
24229, plains, terralith:lavender_forest, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
24230, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
24231, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
24232, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
24233, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
24234, plains, terralith:lavender_forest, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
24235, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
24236, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
24237, plains, terralith:lavender_forest, MONSTER, undead_revamp2:sucker, 7, 2, 3
24238, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
24239, plains, terralith:lavender_forest, MONSTER, minecraft:illusioner, 15, 1, 1
24240, plains, terralith:lavender_forest, MONSTER, majruszsdifficulty:tank, 3, 1, 1
24241, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
24242, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
24243, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
24244, plains, terralith:lavender_forest, MONSTER, quark:stoneling, 70, 1, 1
24245, plains, terralith:lavender_forest, MONSTER, quark:toretoise, 40, 2, 4
24246, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
24247, plains, terralith:lavender_forest, MONSTER, undead_revamp2:thehunter, 6, 2, 4
24248, plains, terralith:lavender_forest, MONSTER, undead_revamp2:bomber, 7, 1, 2
24249, plains, terralith:lavender_forest, MONSTER, undead_revamp2:thegliter, 20, 2, 4
24250, plains, terralith:lavender_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
24251, plains, terralith:lavender_forest, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
24252, plains, terralith:lavender_forest, MONSTER, undead_revamp2:thebidy, 1, 3, 4
24253, plains, terralith:lavender_forest, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
